,CXSMILES,Set,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro)
1294,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCCC2)C1 |o1:17|,Test,5.2,5.58
1295,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NNC=C1 |&1:18|,Test,4.58,4.38
1296,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NOC=C1 |&1:18|,Test,4.49,4.7
1297,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC(F)=C1 |&1:18|,Test,5.43,5.85
1298,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(Cl)C=C1 |&1:18|,Test,5.7,5.19
1299,CC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1 |&1:5|,Test,5.54,4.82
1300,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C=N1 |&1:18|,Test,4.55,5.09
1301,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=NC=N1 |&1:18|,Test,4.45,5.08
1302,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(N=CS2)C12CCC2,Test,5.56,6.75
1303,"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",Test,4.26,
1304,"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",Test,4.27,
1305,"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",Test,4.21,4.06
1306,"C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:1,o2:3|",Test,4.15,4.1
1307,CN1N=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,Test,4.63,4.42
1308,CC(=O)NC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5|,Test,4.9,
1309,CN1N=NC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,Test,3.9,4.15
1310,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(Cl)C=C1F |a:18|,Test,5.22,4.96
1311,CC(=O)NC[C@@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5|,Test,4.87,
1312,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@H]21 |o1:17,22|",Test,3.97,5.15
1313,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@H]21 |o1:17,22|",Test,3.96,4.67
1314,CN1C=NN=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,Test,4.26,
1315,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CSC=N1 |&1:18|,Test,4.19,5.11
1316,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",Test,4.67,4.61
1317,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",Test,4.33,4.02
1318,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",Test,4.54,4.2
1319,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1 |o1:18,o2:19|",Test,4.42,
1320,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@@H]21 |o1:17,22|",Test,4.84,5.18
1321,"COC1=CC=CC=C1[C@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",Test,5.53,5.59
1322,"COC1=CC=CC=C1[C@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:8,10|",Test,5.47,5.77
